ulasan,rating,tangibles,reliability,emphaty,assurance,kategori
aspek andal dosen staf akademik laku mahasiswa sikap tanggap paham kepentingan mahasiswa baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
berkuliah jurus teknilogi informasi berada fakuktas ilmu komputer teknologi informasi rasa bahwasannya fasilitas pada menunjang perkembangan teman,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
kelas nyaman tempat belajar berbeda sma sma kelas tidak punya ac,3,1,0,0,0,tangibles
puas fasilitas teknologi informasi,3,1,1,0,1,"tangibles, reliability, assurance"
fasilitas fisik kampus baik hanyak saja fasilitas tingkat musholla toilet staff fakultas baik layan ramah dosen staff pengajar baik hanya saja kendala dosen batal kelas sesuai jadwal jam ganti kelas bentrok kegiatan lain,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas kelas suda baik ac dingin proyektor fungsi stopkontak fungsi,4,1,1,0,1,"tangibles, reliability, assurance"
nilai fasilitas fakultas baik,4,1,1,0,1,"tangibles, reliability, assurance"
aspek tempat ibadah laboratorium mash kurang rapi bersih aspek dosen ajar masuk,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen jarang masuk kelas mengcancel jadwal tentu urus berkas mahasiswa tergolong lama,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
jadi mahasiswa kesulitan berkas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak tau bantu bag mahasiswa tidak mampu fakultas sendiri,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek paham kepentingan mahasiswa fakultas mash tergolong rendah beberapa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas kampus bagus hanya saja sayang banyak fasilitas dar hanya pajang saja tidak operasi kantin kampus bengkalai kurang awat daerah kamar mandi lampu otomatis kalau masuk hidup lampu sekrng tidak banya,3,1,1,0,1,"tangibles, reliability, assurance"
dosen tidak milik timetable membuat para mahasiswa kerepotan atur jadwal padat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
bagi staff mahasiswa merasa tidak laku seng ramah staf terkadang keluar kalimat tidak enak,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
para dosen pa sulit hubung membuat janji,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas saji tidak semua pakai semua hanya pajang,4,1,1,0,1,"tangibles, reliability, assurance"
oh bagus nih cuma sayang gabisa,4,0,0,0,0,umum
ruang khusus rancang ajar mahasiswa khusus ting saja kelas semester atas ambil teliti bidang saja,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staf akademik sedikit sombong membuat para mahasiswa enggan kalau urus terkait staf akademik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen payah jumpa berkas penting ttd payah selesai,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas pihak fakultas baik kekurangan aspek,3,1,1,0,1,"tangibles, reliability, assurance"
fasilitas fisik ruang kelas kuliah nyaman ruang laboratorium kurang bersih toilet kurang pencahayaan lampu terutama toilet laki,3,1,1,0,1,"tangibles, reliability, assurance"
aspek dosen datang tidak menambah jam kuliah selesai,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus berkas msih tergolong lamban,3,0,0,0,1,assurance
segi kurang tahu bantu fakultas mahasiswa kurang mampu,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi empathy kurang,3,0,0,0,0,umum
layanan akademik fasilkom-ti jauh kata sempurna,3,0,1,1,0,"reliability, emphaty"
aspek ruang kuliah nyaman lab praktikum kurang terjaga bersih,3,1,1,0,1,"tangibles, reliability, assurance"
aspek penjelasan materi dosen jelas tepat kurang banyak dosen kurang disiplin,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek urus berkas ribet lama proses,3,0,0,0,1,assurance
aspek tidak banyak minim,3,1,0,0,0,tangibles
aspek empathy,3,0,0,0,0,umum
terima kasih,3,0,0,0,0,umum
pelayanan baik pegawai ramah dosen fast response tanggap masalah mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak kesenjangan sosial pelayanan orang mendapat laku sama,4,1,0,0,0,tangibles
fasilkom is the best,4,1,0,0,0,tangibles
pelayanan baik pegawai ramah dosen fast response tanggap masalah mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak kesenjangan sosial pelayanan orang mendapat laku sama,4,1,0,0,0,tangibles
fasilkom is the best,4,1,0,0,0,tangibles
pelayanan baik pegawai ramah dosen fast response tanggap masalah mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak kesenjangan sosial pelayanan orang mendapat laku sama,4,1,0,0,0,tangibles
fasilkom is the best,4,1,0,0,0,tangibles
aspek berkuliah baik ruang kuliah pada proses belajar kurang hanya dingin ruang tak terlalu pada panas kurang nyaman,3,1,1,0,1,"tangibles, reliability, assurance"
laboratorium toilet baik terjaga bersih,3,1,1,0,1,"tangibles, reliability, assurance"
terkait aspek bilang baik pemberian materi dosen paham pemberian materi serta praktik membuat lebih memahami terkait materi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ada elearning laku akses modul mudah,3,0,0,0,0,umum
terkait layanan urus berkas sepertinya perlu tingkat lagi terkadang berkas urus lama tertunda contoh urus berkas kkm program kampus merdeka sulit berkas sampai minggu berkas belum dapat,3,0,1,0,1,"reliability, assurance"
menerima pelayanan fakultas merasa belum puas mana laku petugas pelayanan staf akademik mahasiswa tidak ramah membuat mahasiswa takut urus hanya dar bertanya,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lama urus hitung lama,3,0,0,0,1,assurance
fasilitas pihak fasilitas pada,3,1,1,0,1,"tangibles, reliability, assurance"
sikap tanggap staf akademik urus mahasiswa kurang empathy kepentingan mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fakultas ilmu komputer teknologi informasi universitas sumatera utara kampus idam duduk bangku sekolah tengah atas,5,1,1,0,0,"tangibles, reliability"
termasuk orang beruntung lanjut didik kesana,5,0,0,0,0,umum
ruang kelas megah nyaman laboratorium internet cepat toilet bersih tempat ibadah baik sesuai harap,5,1,1,0,1,"tangibles, reliability, assurance"
dosen mampu papar materi baik jelas membantu menimbah ilmu,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa sikap tanggap fakultas bagus,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pihak kampus peduli mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
benar benar beruntung berkuliah fakultas ilmu komputer teknologi informasi universitas sumatera utara,5,1,1,0,0,"tangibles, reliability"
dapat berkuliah fasilkom ti merasa nyaman lingkungan kampus bersih baik luar ruang serta toilet,3,1,1,0,1,"tangibles, reliability, assurance"
lingkungan aman membuat senang,3,0,0,0,0,umum
dosen staff baik kadang laku staff akademik kurang kena teman terima urus berkas keperluan kampus merdeka,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap standar paham kepentingan mahasiswa baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
mungkin iterasi lebih baik lagi,3,1,1,0,1,"tangibles, reliability, assurance"
fasilitas fisik kampus baik karna fakultas menyediakan fasilitas lumayan lengkap mahasiswa ruang sejuk perangkat perangkat pakai mahasiswa mempermudah pekerjaan mahasiswa komputer dsb,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
andal dosen staf akademik baik dosen ajar mudah erti mahasiswa staf akademik baik membantu mahasiswa mahasiswa milik kendala urus berkas kendala data mahasiswa empathy fakultas baik fakultas milik kepedulian kepentingan mahasiswa urus urus berkas dsb,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik sedia fakultas baik kamar mandi bersih bagus ruang kelas sejuk adem milik fasilitas belajar ajar baik proyektor komputer fasilitas,3,1,1,0,1,"tangibles, reliability, assurance"
segi andal dosen dosen baik ajar mahasiswa ajar mudah erti paham mahasiswa staf akademik baik membantu mahasiswa urus berkas keperluan mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi laku mahasiswa empathy baik fakultas perhati mahasiswa kesulitan baik segi urus berkas bimbingan dosen,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ruang ibadah kurang besar kurang nyaman urus berkas info kadang kurang jelas lebih baik bagus ruang kuliah nyaman laboratorium nyaman toilet bersih saran keran berwudhu sedia tempat wudhu dekat tempat ibadah staf akademik baik kadang info tidak merata materi kuliah jelas kepedulian fakultas mahasiswa rasa kurang gakultas tidak berusaha memahami bakat minat mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
berdasarkan nilai fasilitas fakultas oke,2,1,1,0,1,"tangibles, reliability, assurance"
aspek tempat ibadah laboratorium kurang bersih toilet kotor kurang penerangan,2,1,0,0,0,tangibles
aspek dosen ajar masuk,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen jarang masuk kelas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus berkas mahasiswa tergolong lama,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak tau bantu bagi mahasiswa tidak mampu fakultas sendiri,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek paham kepentingan mahasiswa fakultas tergolong rendah beberapa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fakultas baik,2,1,1,0,1,"tangibles, reliability, assurance"
tempat ibadah laboratorium toilet kurang bersih,2,1,0,0,0,tangibles
aspek dosen ajar masuk,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
mash dosen jarang masuk kelas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus berkas mahasiswa tergolong lama,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
jadi mahasiswa kesulitan berkas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak tau bantu keringanan bagi mahasiswa tidak mampu fakultas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek paham kepentingan mahasiswa fakultas tergolong rendah beberapa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pelayanan fasilitas fakultas belum memuaskan faktor membuat mahasiswa kurang puas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus surat butuh mahasiswa kegiatan akademik fakultas sendiri kurang cepat proses,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fakultas sebenarnya pada kala mana air kamar mandi semua mati kurang efektif pakai mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ketigaa kurang rasa mahasiswa pinjam ruang lebih pakai ruang kelas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas toilet baik toilet bersih nyaman wangi,3,1,1,0,1,"tangibles, reliability, assurance"
lalu fasilitas fisik kampus baik bersih nyaman,3,1,1,0,1,"tangibles, reliability, assurance"
ruang kuliah pun nyaman fasilitas ac tempat duduk serta slide kelas,3,1,1,0,1,"tangibles, reliability, assurance"
nilai dosen sendiri para dosen ajar baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen jarang masuk belajar lanjut studi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi ajar penjelasan merasa dosen ti jelas informatif penjelasan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
nilai laku mahasiswa menilai layanan akademik kurang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sering sekali buat surat surat mahasiswa mengalami kendala jangka lama,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap kurang tanggap respon lama cepat hanya,3,0,0,0,0,umum
paham mahasiswa langsung urus,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
besar layanan akademik fasilkom-ti baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ruang sedia pun pada nyaman kegiatan akademik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
skala baik dosen staff baik ajar membantu mahasiswa mengalami kesulitan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
materi pun mudah erti,3,0,0,0,1,assurance
kekurangan poin,3,0,0,0,0,umum
salah satu sulit menghubungi dosen pembimbing akademik konsultasi terkait masalah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pesan tidak respons masalah terkait konsultasi dosen pembimbing akademik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
akibat timbul kendala urus berkas krs,3,0,0,0,1,assurance
informasi pihak akademik seringkali lambat mahasiswa keperluan mewajibkan pengumpulan berkas mahasiswa laba menyiapkan wajib,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
belum puas terkait layanan akademik fasilkom-ti skala,3,0,1,1,0,"reliability, emphaty"
penyebab utama merasa kesulitan urus dokumen berkas minim informasi,3,0,0,0,1,assurance
bersih lingkungan fasilkom-ti perlu tingkat lagi menjaga kenyamanan bentuk kegiatan akademik,3,1,1,1,0,"tangibles, reliability, emphaty"
skala puas kerja dosen fasilkom-ti materi jelas mudah paham mengikuti ajar baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
skala fasilkom-ti baik walau terkadang akademik kurang tanggap masalah mahasiswa fakultas tetap membantu mahasiswa selesai masalah akademik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lumayan baik mana kampus menyiapkan ruang kelas lab nyaman bersih ber-ac,4,1,1,0,1,"tangibles, reliability, assurance"
baiknya menyediakan ruang khusus tempat ibadah tingkat penggunaan toilet,4,1,1,0,1,"tangibles, reliability, assurance"
materi kuliah dosen baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
modul lumayan lengkap jelas,4,0,0,0,0,umum
terkadang tepat dosen perhati penggunaan e-learning usu tingkat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pelayanan staf pelayanan dosen pembimbing akademik lumayan baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tanggap staf perlu tingkat,4,0,1,0,0,reliability
empathy fakultas lumayan baik memahami menyediakan kepentingan mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
simpul hal sedia fakultas baik tingkat baiknya tanggap mahasiswa internal kampus perlu tingkat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sisi aspek merasa perlu tingkat tingkat aman nyaman,4,0,0,0,0,umum
contoh toilet gedung kurang bersih rusa,4,1,0,0,0,tangibles
memuaskan semua dosen materi jelas mudah paham,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi belum nilai belum alam,4,0,0,0,0,umum
responsive sikap tanggap fakultas baik,4,1,1,0,1,"tangibles, reliability, assurance"
segi empathy sendiri belum rasa kurang yakin fakultas sepenuhnya bertindak,4,1,1,0,0,"tangibles, reliability"
yakin fakultas benah diri tingkat kualitas,4,1,1,0,0,"tangibles, reliability"
puas kerja fakultas tingkat kualitas depan,4,1,1,0,0,"tangibles, reliability"
nilai segi dapatkan baik tugas cekatan menanggapi masalah ruang kuliah,3,1,1,0,1,"tangibles, reliability, assurance"
segi fasilitas kurang memuaskan banyak kursi rusak terkadang ruang lab panas,3,1,1,0,1,"tangibles, reliability, assurance"
segi memuaskan semua staffnya sikap ramah mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi kurang memuaskan jadwal kuliah kurang jelas,3,0,0,0,0,umum
segi empathy petugas baik menerima keluhan mahasiswa kebutuhan mahasiswa penghapusan mata kuliah krs perbaikan krs dll,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas dapatkan baik ruang kelas luas nyaman toilet kurang bersih tempat ibadah minim,3,1,1,0,1,"tangibles, reliability, assurance"
kuliah fasilkom ti merasa tidak puas layanan petugas akademik mana laku staf akademik aneh muka tidak ramah membuat mahasiswa takut urus apa hubung akademik bertanya saja terkadang tidak open datang kesana emis sikap tanggap staf akademik urus mahasiswa kurang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
nilai fasilitas sedia kampus tingkat,3,1,1,0,1,"tangibles, reliability, assurance"
alat laboratorium tingkat kualitas agar mahasiswa khawatir lag,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
toilet lebih perhati bersih,3,1,0,0,0,tangibles
materi kuliah sedia jelas sedikit kekurangan dosen datang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen datang lambat kuliah terpotong,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap staff paham staff kepentingan mahasiswa tingkat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
simpul merasa layanan akademik fasilkom-ti usu banyak tingkat,3,1,1,1,0,"tangibles, reliability, emphaty"
layanan akademik fasilkom-ti usu bagus staf baik kurang kamar mandi tidak terlalu bagus diamana masuk rasa bau tidak sedap mungkin terjadi rena tidak kerja sama mahasiswa staf bersih kamar mandi sebab harap tingkat lagi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas dapatkan baik,4,1,1,0,1,"tangibles, reliability, assurance"
contoh ruang kelas luas nyaman bersih serta fasilitas lengkap,4,1,1,0,1,"tangibles, reliability, assurance"
sayang tempat ibadah minim serta kantin belum operasional,4,0,0,0,0,umum
dosen staf tugas baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen proses ajar metode baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap pihak staf mahasiswa baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pihak fakultas ayom mahasiswa fakultas ilmu komputer teknologi informasi baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen staf amat dangat baik kurang toilet sering bau laboratorium panas tidak tempat ibadah tidak kantin,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
