ulasan,rating,tangibles,reliability,emphaty,assurance,kategori,sentiment,polaritas
dosen staff baik kadang laku staff akademik kurang kena teman terima urus berkas keperluan kampus merdeka,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",13,positive
sikap tanggap standar paham kepentingan mahasiswa baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
mungkin iterasi lebih baik lagi,3,1,1,0,1,"tangibles, reliability, assurance",-1,negative
fasilitas fisik kampus baik karna fakultas menyediakan fasilitas lumayan lengkap mahasiswa ruang sejuk perangkat perangkat pakai mahasiswa mempermudah pekerjaan mahasiswa komputer dsb,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",7,positive
andal dosen staf akademik baik dosen ajar mudah erti mahasiswa staf akademik baik membantu mahasiswa mahasiswa milik kendala urus berkas kendala data mahasiswa empathy fakultas baik fakultas milik kepedulian kepentingan mahasiswa urus urus berkas dsb,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",32,positive
fasilitas fisik sedia fakultas baik kamar mandi bersih bagus ruang kelas sejuk adem milik fasilitas belajar ajar baik proyektor komputer fasilitas,3,1,1,0,1,"tangibles, reliability, assurance",12,positive
segi andal dosen dosen baik ajar mahasiswa ajar mudah erti paham mahasiswa staf akademik baik membantu mahasiswa urus berkas keperluan mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",24,positive
segi laku mahasiswa empathy baik fakultas perhati mahasiswa kesulitan baik segi urus berkas bimbingan dosen,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-9,negative
ruang ibadah kurang besar kurang nyaman urus berkas info kadang kurang jelas lebih baik bagus ruang kuliah nyaman laboratorium nyaman toilet bersih saran keran berwudhu sedia tempat wudhu dekat tempat ibadah staf akademik baik kadang info tidak merata materi kuliah jelas kepedulian fakultas mahasiswa rasa kurang gakultas tidak berusaha memahami bakat minat mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-28,negative
berdasarkan nilai fasilitas fakultas oke,2,1,1,0,1,"tangibles, reliability, assurance",6,positive
aspek tempat ibadah laboratorium kurang bersih toilet kotor kurang penerangan,2,1,0,0,0,tangibles,-23,negative
aspek dosen ajar masuk,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
dosen jarang masuk kelas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
urus berkas mahasiswa tergolong lama,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
tidak tau bantu bagi mahasiswa tidak mampu fakultas sendiri,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
aspek paham kepentingan mahasiswa fakultas tergolong rendah beberapa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
fasilitas fakultas baik,2,1,1,0,1,"tangibles, reliability, assurance",5,positive
tempat ibadah laboratorium toilet kurang bersih,2,1,0,0,0,tangibles,-8,negative
aspek dosen ajar masuk,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
mash dosen jarang masuk kelas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
urus berkas mahasiswa tergolong lama,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
jadi mahasiswa kesulitan berkas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
tidak tau bantu keringanan bagi mahasiswa tidak mampu fakultas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",9,positive
aspek paham kepentingan mahasiswa fakultas tergolong rendah beberapa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
pelayanan fasilitas fakultas belum memuaskan faktor membuat mahasiswa kurang puas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
urus surat butuh mahasiswa kegiatan akademik fakultas sendiri kurang cepat proses,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
fasilitas fakultas sebenarnya pada kala mana air kamar mandi semua mati kurang efektif pakai mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-8,negative
ketigaa kurang rasa mahasiswa pinjam ruang lebih pakai ruang kelas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-14,negative
fasilitas toilet baik toilet bersih nyaman wangi,3,1,1,0,1,"tangibles, reliability, assurance",13,positive
lalu fasilitas fisik kampus baik bersih nyaman,3,1,1,0,1,"tangibles, reliability, assurance",12,positive
ruang kuliah pun nyaman fasilitas ac tempat duduk serta slide kelas,3,1,1,0,1,"tangibles, reliability, assurance",-7,negative
nilai dosen sendiri para dosen ajar baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
dosen jarang masuk belajar lanjut studi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
segi ajar penjelasan merasa dosen ti jelas informatif penjelasan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
nilai laku mahasiswa menilai layanan akademik kurang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-9,negative
sering sekali buat surat surat mahasiswa mengalami kendala jangka lama,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
sikap tanggap kurang tanggap respon lama cepat hanya,3,0,0,0,0,umum,3,positive
paham mahasiswa langsung urus,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
besar layanan akademik fasilkom-ti baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",10,positive
ruang sedia pun pada nyaman kegiatan akademik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
skala baik dosen staff baik ajar membantu mahasiswa mengalami kesulitan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",10,positive
materi pun mudah erti,3,0,0,0,1,assurance,3,positive
kekurangan poin,3,0,0,0,0,umum,-1,negative
salah satu sulit menghubungi dosen pembimbing akademik konsultasi terkait masalah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
pesan tidak respons masalah terkait konsultasi dosen pembimbing akademik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
akibat timbul kendala urus berkas krs,3,0,0,0,1,assurance,-3,negative
informasi pihak akademik seringkali lambat mahasiswa keperluan mewajibkan pengumpulan berkas mahasiswa laba menyiapkan wajib,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",9,positive
belum puas terkait layanan akademik fasilkom-ti skala,3,0,1,1,0,"reliability, emphaty",-4,negative
penyebab utama merasa kesulitan urus dokumen berkas minim informasi,3,0,0,0,1,assurance,-11,negative
bersih lingkungan fasilkom-ti perlu tingkat lagi menjaga kenyamanan bentuk kegiatan akademik,3,1,1,1,0,"tangibles, reliability, emphaty",9,positive
skala puas kerja dosen fasilkom-ti materi jelas mudah paham mengikuti ajar baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",17,positive
skala fasilkom-ti baik walau terkadang akademik kurang tanggap masalah mahasiswa fakultas tetap membantu mahasiswa selesai masalah akademik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
lumayan baik mana kampus menyiapkan ruang kelas lab nyaman bersih ber-ac,4,1,1,0,1,"tangibles, reliability, assurance",0,netral
baiknya menyediakan ruang khusus tempat ibadah tingkat penggunaan toilet,4,1,1,0,1,"tangibles, reliability, assurance",0,netral
materi kuliah dosen baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
modul lumayan lengkap jelas,4,0,0,0,0,umum,4,positive
terkadang tepat dosen perhati penggunaan e-learning usu tingkat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
pelayanan staf pelayanan dosen pembimbing akademik lumayan baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",13,positive
tanggap staf perlu tingkat,4,0,1,0,0,reliability,6,positive
empathy fakultas lumayan baik memahami menyediakan kepentingan mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
simpul hal sedia fakultas baik tingkat baiknya tanggap mahasiswa internal kampus perlu tingkat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",16,positive
sisi aspek merasa perlu tingkat tingkat aman nyaman,4,0,0,0,0,umum,1,positive
contoh toilet gedung kurang bersih rusa,4,1,0,0,0,tangibles,-3,negative
memuaskan semua dosen materi jelas mudah paham,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
segi belum nilai belum alam,4,0,0,0,0,umum,-11,negative
responsive sikap tanggap fakultas baik,4,1,1,0,1,"tangibles, reliability, assurance",8,positive
segi empathy sendiri belum rasa kurang yakin fakultas sepenuhnya bertindak,4,1,1,0,0,"tangibles, reliability",-18,negative
yakin fakultas benah diri tingkat kualitas,4,1,1,0,0,"tangibles, reliability",7,positive
puas kerja fakultas tingkat kualitas depan,4,1,1,0,0,"tangibles, reliability",10,positive
nilai segi dapatkan baik tugas cekatan menanggapi masalah ruang kuliah,3,1,1,0,1,"tangibles, reliability, assurance",2,positive
segi fasilitas kurang memuaskan banyak kursi rusak terkadang ruang lab panas,3,1,1,0,1,"tangibles, reliability, assurance",-2,negative
segi memuaskan semua staffnya sikap ramah mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
segi kurang memuaskan jadwal kuliah kurang jelas,3,0,0,0,0,umum,-15,negative
segi empathy petugas baik menerima keluhan mahasiswa kebutuhan mahasiswa penghapusan mata kuliah krs perbaikan krs dll,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
fasilitas dapatkan baik ruang kelas luas nyaman toilet kurang bersih tempat ibadah minim,3,1,1,0,1,"tangibles, reliability, assurance",-2,negative
kuliah fasilkom ti merasa tidak puas layanan petugas akademik mana laku staf akademik aneh muka tidak ramah membuat mahasiswa takut urus apa hubung akademik bertanya saja terkadang tidak open datang kesana emis sikap tanggap staf akademik urus mahasiswa kurang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
nilai fasilitas sedia kampus tingkat,3,1,1,0,1,"tangibles, reliability, assurance",10,positive
alat laboratorium tingkat kualitas agar mahasiswa khawatir lag,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
toilet lebih perhati bersih,3,1,0,0,0,tangibles,1,positive
materi kuliah sedia jelas sedikit kekurangan dosen datang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
dosen datang lambat kuliah terpotong,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
sikap tanggap staff paham staff kepentingan mahasiswa tingkat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
simpul merasa layanan akademik fasilkom-ti usu banyak tingkat,3,1,1,1,0,"tangibles, reliability, emphaty",8,positive
layanan akademik fasilkom-ti usu bagus staf baik kurang kamar mandi tidak terlalu bagus diamana masuk rasa bau tidak sedap mungkin terjadi rena tidak kerja sama mahasiswa staf bersih kamar mandi sebab harap tingkat lagi,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
fasilitas dapatkan baik,4,1,1,0,1,"tangibles, reliability, assurance",7,positive
contoh ruang kelas luas nyaman bersih serta fasilitas lengkap,4,1,1,0,1,"tangibles, reliability, assurance",4,positive
sayang tempat ibadah minim serta kantin belum operasional,4,0,0,0,0,umum,-3,negative
dosen staf tugas baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
dosen proses ajar metode baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
sikap tanggap pihak staf mahasiswa baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
pihak fakultas ayom mahasiswa fakultas ilmu komputer teknologi informasi baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
dosen staf amat dangat baik kurang toilet sering bau laboratorium panas tidak tempat ibadah tidak kantin,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
semuanya nyaman baik,4,1,1,0,1,"tangibles, reliability, assurance",3,positive
lebih nyaman toilet bersih tempat ibadah kantin,4,1,0,0,0,tangibles,1,positive
dosen fasilitas baik semua,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
dosen staf amat dangat baik kurang toilet sering bau laboratorium panas tidak tempat ibadah tidak kantin,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
semuanya nyaman baik,4,1,1,0,1,"tangibles, reliability, assurance",3,positive
fasilkom ti harus benah bangun lumut kamar mandi kurang bagus banyak fasilitas kamar mandi pakai lagi fasilkom harus milik musholla mahasiswa tidak harus mesjid fkg fasilkom ti milik fasilitas pada memuaskan segi tenaga pendidik dosen fasilkom ti punya tenaga pendidik perhati mahasiswa mahasiswa kelas mungkin hanya assalamualikum warahmatullah wabarokatuh,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-13,negative
pelayanan fasilkom ti baik memuaskan fasilitas fasilitas fasilkom ti lengkap contoh ruang lab praktikum proyektor pada ruang kelas nyaman,5,1,1,0,1,"tangibles, reliability, assurance",3,positive
dosen dosen profesional serta kompeten bidang membantu sebagai mahasiswa mengerti bahan ajar dosen,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
lingkungan fasilkom ti positif senior junior harga hormat baik perbedaan agama suku ras budaya teman teman fasilkom ti serta pegawai pun staff berada fasilkom ti ramah peduli satu sama lain,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",16,positive
fasilkom ti empat mahasiswa agama muslim bangun musholla mahasiswa muslim agar tidak lagi pergi fkg sholat jamaah mesjid,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",7,positive
aspek tangible ruang kuliah pada ruang laboratorium tersedia apa perlu nyaman toilet bagus ruang ibadah bagi muslim sayangnya tempat ibadah terbatas musholla lama selesai,4,1,1,0,1,"tangibles, reliability, assurance",-8,negative
bagus baik penjelasan materi modul dll,4,1,1,0,1,"tangibles, reliability, assurance",8,positive
urus urus berkas dll bagus,4,0,0,0,1,assurance,2,positive
baik,4,1,1,0,1,"tangibles, reliability, assurance",3,positive
empathy bagus,4,0,0,0,0,umum,2,positive
aspek empathy bagus aspek kekurangan ruang ibadah,4,1,1,0,1,"tangibles, reliability, assurance",-12,negative
aspek banyak harus benah,2,1,0,1,0,"tangibles, emphaty",-6,negative
bangun representasi bangun indah tawan harus noda lumut lumut hijau gedung fasilkom ti,2,1,0,1,1,"tangibles, emphaty, assurance",-10,negative
banyak sekali fasilitas kampus belum tersentuh teknologi teknologi ciri khas fasilkom ti,2,1,1,0,1,"tangibles, reliability, assurance",10,positive
lebih spesifik ruang kelas banyak kelas milik kekurangan kurang penerangan lampu tidak hidup lalu dingin ruang tidak hidup laboratorium banyak temu kurang bangku mahasiswa menjalani praktikum lalu toilet harus aku benar-benar harus baik banyak bau tidak sedap hasil toilet lalu toilet kurang dukung mahasiswa buang air kecil buang air besar kurang air ibadah banyak temu kotoran tidak ruang ibadah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-27,negative
lebih lanjut aspek lain contoh jujur saja materi-material dosen baik update e-learning satu dua dosen kurang responsif sebagai mahasiswa harus mencari bahan harus mencari bahan lagi terkait materi modul sering dosen kurs gratis tidak berbayar,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-25,negative
fasilitas dapatkan baik ruang kelas luas nyaman toilet belum bersih wastafel toilet jauh kata bersih serta toilet rusak tidak baik serta lab komputer kotor harap depan perhati lagi suasana belajar nyaman salah satu tempat bersih fasilkom tidak milik tempat ibadah musholla tidak kantin,3,1,1,0,1,"tangibles, reliability, assurance",13,positive
dosen staf baik dosen proses belajar ajar baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
pihak fakultas ayom mahasiswa baik mengalami kendala kuliah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
sikap tanggap kurang fakultas mahasiswa keringanan biaya ukt tinggi menerima pelayanan fakultas merasa puas bulan fasilkom-ti jadi merasa puas layan fasilitas pihak fasilitas pada,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
aspek berkuliah baik ruang kuliah pada proses serta dingin ruang pada merasa nyaman nyaman,3,1,1,0,1,"tangibles, reliability, assurance",-9,negative
terkait aspek bilang baik pemberian materi dosen paham pemberian materi serta praktik membuat lebih memahami terkait materi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
ada elearning laku akses modul mudah,3,0,0,0,0,umum,10,positive
dosen tidak meng-upload ulang materi e-learning,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
nilai fasilitas fasilkom-ti bilang memuaskan aspek tidak memuaskan aspek rasa kuliah kurang pada fasilkom-ti,3,1,1,0,1,"tangibles, reliability, assurance",7,positive
