Timestamp,Berikan Penilaian/Feedback Anda Sesuai Petunjuk Yang Ada,Seberapa memuaskan layanan akademik Fasilkom-TI USU yang kamu terima (secara keseluruhan) ?
08/12/2022 9:34:21,"Dari segi fasilitas fisik kampus Fasilkom-TI USU sudah lumayan baik dari sebelumnya, walupun masih tidak ada bangunan spt untuk ibadah, cafetaria, ataupun tempat worksapce yang nyaman. Keandalan dosen dan staf akademik juga masih dihitung rata-rata, tergantung kondisi dan situasi. Perlakuan pada mahasiswa sejauh ini ternilai baik di lingkungan Fasilkom-TI. Sikap tanggap menurut saya masih kurang, banyak hal yang seharudnya sudah dapat diperbaharui namun beriringnya waktu, dari segi fasilitas mssih banyak yang kurang hingga kini belum ada perubahan. Dari segi pemahaman terhadap kepentingan mahasiswa menurut saya masih kurang, masih banyak yang dibutuhkan mahasiswa di lingkungan kampus untuk menunjang pembelajaran yang nyaman, namun hingga sekarang belum ada perubahan yang bisa membantu mahasiswa untuk menunjang itu semua. Menurut saya sendiri lingkungan Fasilkom-TI sudah cukup memilik banyak perubahan, namun perubahan yanh di berikan bukan untuk keperluaj mahasiswa, dinilai dari waktu yang cukup panjanh dari awal Covid-19 hingga kini, masih terlalu sedikit perubahan yang dilakukan lingkungan kampus untuk mahasiswanya, seperti kami butuh tempat ibadah dan kantin kampus.",3
08/12/2022 9:53:48,"Fasilitas yang saya dapatkan cukup baik, ruang kelas yang nyaman. Untuk fasilitas toilet kurang bersih dan masih ada keran yang tidak hidup. Keandalan dosen dan staf baik, dosen melakukan proses belajar mengajar dengan cukup baik, tetapi kadangkala terdapat pengajaran dosen yang terlalu cepat sehingg mahasiswa sulit untuk mengikuti. Untuk perlakukan kepada mahasiswa dosen sudah cukup baik. Pihak fakultas mengayomi mahasiswa dengan cukup baik jika ada kendala, tetapi seringkali jawaban atas permasalahan yang dihadapi tidak ditanggapi dan malah memperlama dalam penyelesaian masalah. Sikap tanggap sudah cukup baik dan kepentingan terhadap mahasiswa.",4
08/12/2022 9:58:36,"Menurut saya, fasilitas fakultas sudah cukup baik, ruang kelas yang cukup luas dan nyaman, tetapi ketika mahasiswa cukup banyak terkadang ruang kelas menjadi sempit dan kursi yang dibutuhkan terkadang kurang. Fasilitas toilet kurang nyaman karena terkadang tidak bersih dan terkadang terdapat keran yang macet. Keadaan dosen dan staf cukup baik. Untuk perlakukan kepada mahasiswa sudah cukup baik, tetapi terkadang respon yang diberikan cukup lambat, seperti mengatur jadwal kelas ganti. Pihak fakultas sudah mengayomi mahasiswa dengan cukup baik, tetapi terdakadang respon pihak fakultas atas permasalahan perkuliahan yang dialami mahasiswa tidak cukup baik dan malah tidak membantu. Sikap tanggap dan pemahaman terhadap kepentingan mahasiswa dari pihak fakultas sudah cukup baik, tetapi tetap harus ditingkatkan lagi
",4
08/12/2022 10:01:46,"Fasilitas yang diberikan kampus sudah baik dan dapat memenuhi kebutuhan mahasiswanya. Walaupun ada beberapa yang harus diperbaiki lagi. Seperti toilet terkadang masih kotor dan baknya juga kotor, ruang ibadah belum tersedia untuk sementara, dan lain-lain. Terkadang juga masih ada dosen yang datang tidak tepat waktu. Pengurusan berkas mahasiswa oleh staf fakultas juga terkadang masih harus menjalani proses yang lama. Kurang ramahnya para staf fakultas kepada mahasiswa dalam melayani kebutuhan mahasiswa.",4
08/12/2022 10:05:21,"pada fasilitas kampus di fasilkom TI, setiap fasilitas yang diberikan sangat berguna untuk membantu mahasiswa dalam bidang akademik seperti fasilitas di dalam lab yaitu komputer dan hardware lainnya. lab juga menyediakan proyektor untuk memudahkan mahasiswa dan asisten lab dalam proses belajar dan mengajar. Dosen yang ada di fasilkom TI juga memiliki keahlian yang berbeda-beda sesuai bidang seperti web, program, jaringan, dan bidang TI lainnya yang dimana memudahkan mahasiswa untuk banyak belajar. Pada responsiveness, mahasiswa memiliki sikap tanggap yang baik pada saat dosen mengajar. Dosen juga memiliki interaksi yang baik sehingga hal itu tidak memberikan suasana bosan saat di dalam kelas.",5
08/12/2022 10:05:21,"Fakultas saat ini menyediakan fasilitas yang baik kepada mahasiswa, walaupun untuk ruang ibadah masih dalam tahap pembangunan setidaknya diberikan ruang ibadah sementara, sehingga mahasiswa tidak perlu jauh-jauh ibadah di fakultas lain. Sulitnya berkomunikasi dengan dosen pembimbing tugas akhir dikarenakan lamanya respon yang mereka berikan kepada mahasiswa bimbingannya. Cara staf fakultas melayani mahasiswa terkadang masih kurang baik dengan menunjukkan sifat judesnya. Untuk hal lainnya sudah cukup baik dan semoga dapat ditingkatkan lagi kedepannya.",4
08/12/2022 10:06:55,"Menurut saya, dari sisi tangibles keadaan kampus kita tergolong cukup baik. Namun sayang sekali dari sisi ruang ibadah yang tidak memadai sehingga harus pergi ke fakultas lain, walaupun sebenarnya sudah disediakan sebelumnya ruang ibadah di kampus, tetapi ruang tersebut juga sangat tidak memadai dikarenakan tidak adanya fasilitas untuk berwudhu yang layak dan ruangan ibadah yang kecil,sempit, dan berdebu. sehingga terkesan ruangan ibadah tersebut dibiarkan saja tanpa ada perawatan yang lebih layak untuk itu. dari sisi toilet, kebersihan toilet sudah baik namun seharusnya ada tambahan sabun disetiap bilik kamar mandi untuk menambah higienitas yang sedang kita sama-sama coba terapkan.",2
08/12/2022 10:08:26,"Dari sisi empathy, keadaan fakultas masih sangat jauh dari kata baik. Selama saya berkuliah, saya tidak pernah merasakan adanya monitoring terhadap perkembangan akademik saya selama diperkuliahan. grup dosen pembimbing akademik saya pun sangat hening dan terkesan abai. tidak ada interaksi antara dosen dengan mahasiswa walapun sebelumnya sudah diadakan diskusi, tetapi beliau tidak muncul untuk memberikan saran atau masukan. Beliau juga termasuk sulit untuk ditemui dan dihubungi sehingga meninggalkan kami dalam keadaan mahasiswa yang clueless. jika harus membandingkan antara dosen penasihat akademik saya dan teman saya, dosen penasihat akademik teman saya jauh lebih aktif dan dosen penasihat akademiknya terus membantu untuk memantau perkembangan akademik mereka hingga sekarang sudah mencapai semester 7 dan hendak melaksanakan tugas akhir. jika boleh jujur saya sangat iri dan sangat ingin berinteraksi dengan dosen penasihat akademik seperti itu. tapi saya harus terus mengelus dada ketika mendapati bahwa dosen penasihat akademik saya kurang bertindak seperti bagaimana beliau seharusnya.",4
08/12/2022 10:16:33,"fasilitas yang diberikan oleh fakultas lumayan baik. namun musola jauh dari kata baik. untuk keandalan dosen dalam mengajar rata rata baik. tetapi ada beberapa dosen yang jarang masuk untuk memberikan materi. untuk pengurusan berkas mahasiswa dilakukan dengan lambat. jadi, beberapa mahasiswa cukup kesulitan dalam memperoleh berkas yang diperlukannya. sayangnya, saya tidak pernah tau adanya bantuan (keringanan) bagi mahasiswa tidak mampu yang diberikan oleh fakultas sendiri. untuk aspek emphaty, fakultas masih tergolong rendah dibeberapa hal.",4
08/12/2022 10:24:41,"berdasarkan penilaian saya, fasilitas yang diberikan oleh fakultas sudah baik. tapi, dalam beberapa aspek seperti tempat ibadah dan laboratorium mash kurang bersih. dalam aspek reliability, untuk dosen mengajar sudah masuk tepat waktu. tetapi masih ada beberapa dosen yang jarang masuk kelas. dalam pengurusan berkas mahasiswa tergolong lama. jadi, beberapa mahasiswa cukup kesulitan dalam mendapatkan berkas yang diperlukannya tepat waktu. selain itu, saya tidak pernah tau adanya bantuan untuk mahasiswa tidak mampu yang diberikan oleh fakultas sendiri. untuk aspek pemahaman terhadap kepentingan mahasiswa, fakultas tergolong rendah dibeberapa hal.",3
08/12/2022 10:25:28,"Menurut saya, fasilitas fisik di kampus sudah cukup memadai, namun tentu saja masih ada beberapa fasilitas yang memiliki beberapa kekurangan seperti pada lab jaringan yang beberapa PC nya masih sering bermasalah. Untuk keandalan dosen dan staf Akademik sendiri saya rasa sudah sangat mumpuni dalam segi akademik, dan untuk perlakukan pada mahasiswa sendiri saya rasa masih dalam aspek cukup memuaskan namun masih bisa untuk diperbaiki lebih lanjut. Untuk sikap tanggap & Pemahaman Terhadap Kepentingan Mahasiswa juga saya rasa memuaskan, namun masih ada beberapa aspek yang perlu diberi tingkat keseriusan lebih lanjut.

 Secara garis besar, layanan akademik yang diberikan oleh Fasilkom-TI USU cukup baik untuk standar Akreditasi Unggul yang diberikan.",4
08/12/2022 10:32:23,"Untuk aspek Tangibles, saya rasa sudah cukup baik namun beberapa fasilitas masih perlu diberi pengawasan lebih seperti PC yang tidak bekerja dengan baik pada lab, maupun fasilitas pendukung seperti Wi-Fi kampus yang sinyalnya tidak merata. Keandalan Dosen dan Staf Akademik pada kampus cukup memuaskan dalam memberikan materi pengajaran maupun dalam dukungan dalam pelajaran sendiri. Perlakuan pada Mahasiswa juga dalam konteks yang memuaskan, namun tidak merata. Sikap tanggap dan Pemahaman Terhadap Kepentingan Mahasiswa juga saya berikan tanggapan yang cukup memuaskan, namun masih tidak bisa dibilang sempurna.

Maka saya bisa memberikan tanggapan terkait layanan akademik yang diberikan oleh Fasilkom-TI USU pada tahap cukup memuaskan , namun belum pada tingakatan yang sangat memuaskan.",3
08/12/2022 10:32:38,"Menurut saya fasilitas di fasikom TI sudah memadai tetapi masih ada yang tidak berfungsi dengan baik seperti lampu kamar mandi dan keran air. Lalu untuk ruangan kelas dan lab sudah cukup baik namun ada beberapa bangku yang sudah rusak dan tidak dapat digunakan, ada juga lampu yang tidak dapat dinyalakan dan pintu yang mengeluarkan suara saat di buka maupun di tutup. Untuk keandalan dosen dalan mengajar sudah amat baik dimana materi disampaikan dengan jelas. Perlakuan kepada mahasiswa sudah cukup baik dimana aktifitas mahasiswa tidak dihambat.",4
08/12/2022 11:08:34,"Fasilitias ruang kelas yang bersampingan Dan hanya dibatasi sekat kaca membuat suara dikelas lain terdengar. Kemudian fasilitias toilet yang tidak memiliki lampu dan terkadang kotor. Tidak tersedianya musholla membuat ibada harus ke fakultas lain dan tidak adanya kantin sehingga kecilnya interaksi antar mahasiswa. Dosen dalam beberapa hal jarang masuk padahal sudah menjadi tugas pokok sebagai seorang dosen. Untuk assurance ke mahasiswa saya bilang baik bukan sangat baik atau sangat buruk karena ada keluhan dari teman"" ya g saya dengar tentang pelayanan kepada mahasiswa ",3
08/12/2022 11:17:03,"Untuk Fasilkom TI, fasilitasnya agar dapat ditambah, sarana untuk bakat bakat selain yg berhubungan dengan jurusan TI agar dapat berkembang, WIFI kampus minta tolong di tingkatkan, ketika mau ngerjai tugas agak ngelag wifi kita inii, TAMBAH KANTIN UNTUK MAHASISWA TI, MASA HARUS KE FKG BELI MAKANAN, kebersihan nya harus di jaga dan keamanan harus di perketat, karena banyaknya kasus kehilangan di TI, seperti helm, dan lain lain. Pendopo seharusnya di buka 24 jam, agar rapat rapat anak himatif bisa di laksanakan di situu",3
08/12/2022 11:19:23,"Fasilitas fisik kampus sudah sangat baik, kendala dosen dibagian dosen jarang masuk dikarenakan banyak juga dosen yang mengajar sekaligus berperan dalam struktural kampus, dikarenakan struktural kampus dosen tersebut menganggap sepele terhadap pelajaran tersebut dan banyak mahasiswa yang tidak mengerti terkait mata kuliah yang diambilnya,perlakuan mahasiswa sudah bagus dan baik baik, sikap tanggapnya cepat, empathy lumayan kurang tapi ada beberapa yang empathy dikarenakan kepentingan mahasiswa banyak yang menganggap sepele padahal kepentingan mahasiswa itu cukup penting dikarenakan itu mengenai mental dan fisik mahasiswa tersebut",4
08/12/2022 11:30:11,"Menurut saya layanan akademik yang diberikan oleh fasilkom-TI USU sangat baik untuk beberapa aspek seperti fasilitas fisik yang berada di kampus juga sangat puas namun ada beberapa ruangan yang saluran listrik nya tidak bisa digunakan untuk mengisi daya laptop untuk keandalan dosen dan staf akademik menurut saya sangat baik dimana dosen dan staf akademik yang berada pada fasilkom TI sangat ramah dan dapat diandalkan. Untuk perlakuan kepada mahasiswa juga saya cukup puas dan merasa adil pada fasilkom-TI. Sikap Tanggap saya rasa masi mendapat nilai 3 dari 5 dikarenakan pengurusan berkas berkas , yang saya dapat dari kawan kawan saya , cukup lama dan merasa ada nya sikap kurang tanggap. untuk pemahaman terhadap kepentingan mahasiswa saya merasa puas dimana sangat ditanggapi oleh pihak fasilkom ti usu untuk pengurusan ide ide yang mendukung dan menaikkan nama fasilkom ti ",4
08/12/2022 12:02:30,"Menurut saya, Fasilitas yang ada di kampus seperti ruang kuliah, kebersihan dan kerapiannya sangat terawat tetapi ada beberapa perangkat seperti meja, kursi dan juga proyektor yang rusak yang kurang di perhatikan. Toilet kurang terang. Untuk dosen selama ini masih baik"" saja, tetap tergantung pada sifat dosennya. Untuk pengurusan berkas menurutku itu kewajiban mahasiswa untuk mencari informasi secara mandiri. Sikap tanggap fakultas juga sangat baik terhadap masalah² yang ada di campus. Kepedulian Fakultas dalam memahami kepentingan, kesulitan dan juga membantu mahasiswa dalam masalah ekonomi, bakat terpendam, dan lain-lain...",5
08/12/2022 12:18:49,"Menurut saya, Tangibles dari Kampus Fasilkom-TI USU ini sudah sangat baik.
Ruang kelas yang disediakan luas dan juga full AC yang menyejukkan, suasana kelasnya juga enak, Kursi dan meja yang disediakan juga sangat nyaman walau ada beberapa Kursi yang menurut saya lebih baik diganti karena busanya sudah tidak ada dan papan mejanya sudah goyang goyang, sehingga agak tidak aman untuk meletakkan laptop di atas papan meja kursinya.

Toilet yang disediakan kelihatan bagus dan bersih, hanya saja terkadang Tidak ada air dan sabun cuci tangan juga terkadang tidak ada sehingga menyulitkan saya dan para mahasiswa.

Laboratorium yang tersedia sudah lumayan bagus menurut saya, dilengkapi dengan AC juga yang menyejukkan, Internet yang disediakan juga sudah cepat, hanya saja menurut saya ruangannya kurang luas sehingga ketika saat masuk praktikum, tidak jarang mahasiswa agak sempit sempitan.

Saya belum pernah sholat di ruang ibadah yang disediakan Fakultas dikarenakan memang tidak ada tempat ibadah khusus. Sebenarnya sih ada ruang sholat yang terletak di Lantai 3 gedung C, hanya saja saya lebih memilih untuk sholat di luar dibanding sholat di ruang ibadah fakultas.",4
08/12/2022 12:30:36,"Untuk aspek tangibles selama saya berkuliah sudah cukup baik, ruang kuliah
yang memadai untuk proses belajar namun yang kurang hanya pada pendinginan beberapa
ruang yang tidak terlalu memadai sehingga terasa panas dan kurang nyaman. Untuk
laboratorium dan toilet juga sudah cukup baik dan terjaga kebersihannya. Terkait aspek
reliability juga menurut saya sudah bisa dibilang baik dari pemberian materi dari dosen yang
cukup dapat dipahami dan pemberian materi disertai praktik sehingga membuat saya dapat
lebih memahami terkait materi tersebut. Ketika pengadaan elearning diberlakukan akses
modu! juga cukup mudah. Sedangkan terkait layanan pengurusan berkas sepertinya masih
perlu ditingkatkan lagi karena terkadang ada beberapa berkas yang pengurusannya cukup
lama.",5
08/12/2022 12:31:30,"Untuk aspek tangibles selama saya berkuliah sudah cukup baik, ruang kuliah
yang memadai untuk proses belajar namun yang kurang hanya pada pendinginan beberapa
ruang yang tidak terlalu memadai sehingga terasa panas dan kurang nyaman. Untuk
laboratorium dan toilet juga sudah cukup baik dan terjaga kebersihannya. Terkait aspek
reliability juga menurut saya sudah bisa dibilang baik dari pemberian materi dari dosen yang
cukup dapat dipahami dan pemberian materi disertai praktik sehingga membuat saya dapat
lebih memahami terkait materi tersebut. Ketika pengadaan elearning diberlakukan akses
modul juga cukup mudah. Sedangkan terkait layanan pengurusan berkas sepertinya masih
perlu ditingkatkan lagi karena terkadang ada beberapa berkas yang pengurusannya cukup
lama",4
